age,nationality,gender,family_size,emirate,employment_status,years_of_experience,current_position,monthly_income,monthly_expenses,net_monthly_income,total_assets,total_liabilities,net_worth,credit_score,dti_ratio,is_eligible,eligibility_score
49,Pakistan,Female,2,Sharjah,self_employed,3,Business Owner,4867.29,2127.6,2739.69,12125.24,16809.05,-4683.81,548,17.27,0,45
51,Jordan,Female,6,Ajman,part_time,9,Unemployed,3356.77,3848.83,-492.05999999999995,17107.72,7420.78,9686.95,519,11.05,1,77
45,Philippines,Female,3,Umm Al Quwain,self_employed,19,Business Owner,9522.78,2589.51,6933.27,114283.5,31766.79,82516.7,765,16.68,0,10
36,Philippines,Female,5,Umm Al Quwain,part_time,5,Unemployed,3137.52,4781.12,-1643.6,14934.91,7183.02,7751.89,630,11.45,1,77
39,Egypt,Male,3,Umm Al Quwain,part_time,14,Unemployed,2089.48,3196.8,-1107.3200000000002,6079.65,12037.11,-5957.45,441,28.8,1,87
35,Pakistan,Male,6,Fujairah,self_employed,7,Business Owner,7369.41,2886.66,4482.75,40601.58,6116.59,34484.99,724,4.15,0,30
35,Syria,Female,3,Umm Al Quwain,part_time,8,Unemployed,3156.55,1971.47,1185.0800000000002,27824.31,12988.74,14835.58,527,20.57,0,57
23,Syria,Male,5,Abu Dhabi,part_time,4,Unemployed,2312.98,4256.34,-1943.3600000000001,1963.1,19396.42,-17433.32,446,41.93,1,95
52,Philippines,Female,2,Dubai,employed,2,Construction Worker,2000.0,2173.17,-173.17000000000007,10040.86,2915.13,7125.72,532,7.29,1,70
41,Philippines,Female,3,Umm Al Quwain,employed,11,Engineer,4173.87,3072.2,1101.67,10846.47,3352.38,7494.08,620,4.02,0,55
64,Jordan,Male,4,Sharjah,employed,4,Technician,5503.94,3581.31,1922.6299999999997,41245.81,30654.92,10590.89,733,27.85,0,40
41,India,Female,2,Fujairah,employed,1,Construction Worker,3370.65,1684.46,1686.19,13089.58,1033.94,12055.65,500,1.53,0,45
56,Syria,Female,3,Umm Al Quwain,self_employed,5,Business Owner,3343.02,2852.41,490.6100000000001,29087.28,15716.13,13371.15,542,23.51,0,55
55,Pakistan,Male,2,Sharjah,employed,28,Warehouse Worker,8255.36,2273.39,5981.970000000001,83550.06,41677.53,41872.52,783,25.24,0,10
44,Egypt,Male,1,Umm Al Quwain,part_time,12,Unemployed,1858.86,2327.78,-468.9200000000003,10993.48,3247.64,7745.85,484,8.74,1,72
22,Jordan,Male,4,Sharjah,part_time,0,Unemployed,2609.38,3923.1,-1313.7199999999998,2657.25,13852.52,-11195.27,454,26.54,1,87
47,UAE,Male,2,Sharjah,self_employed,18,Business Owner,5173.91,2746.32,2427.5899999999997,70522.62,47268.57,23254.05,671,45.68,0,28
46,India,Female,4,Ras Al Khaimah,part_time,0,Unemployed,3001.52,4075.84,-1074.3200000000002,33939.36,24343.09,9596.27,604,40.55,1,75
47,Pakistan,Male,2,Ras Al Khaimah,unemployed,1,Unemployed,999.41,1572.32,-572.91,14657.61,8138.16,6519.45,575,40.71,1,83
34,Syria,Female,4,Ras Al Khaimah,unemployed,12,Unemployed,288.69,2329.13,-2040.44,9757.67,15303.82,-5546.14,531,265.06,1,95
59,Egypt,Male,3,Ajman,part_time,1,Unemployed,3405.71,3236.06,169.6500000000001,20245.42,29170.69,-8925.28,587,42.83,1,75
28,India,Male,1,Fujairah,part_time,0,Unemployed,2416.15,1675.41,740.74,10432.01,7771.16,2660.85,616,16.08,1,67
54,Philippines,Male,2,Ras Al Khaimah,employed,16,Technician,8219.71,2166.63,6053.079999999999,21906.72,21785.97,120.74,699,13.25,0,20
35,India,Female,3,Sharjah,self_employed,14,Business Owner,8505.79,2776.25,5729.540000000001,143692.21,51594.2,92098.01,816,30.33,0,10
50,Egypt,Female,2,Ajman,part_time,11,Unemployed,1872.48,2289.94,-417.46000000000004,3691.04,9533.91,-5842.86,442,25.46,1,82
44,Philippines,Female,4,Sharjah,self_employed,18,Business Owner,11301.38,3194.59,8106.789999999999,126911.14,28697.42,98213.73,779,12.7,0,10
36,UAE,Female,2,Umm Al Quwain,self_employed,11,Business Owner,6940.97,1795.73,5145.24,43542.83,9225.87,34316.96,677,6.65,1,20
25,Jordan,Male,2,Sharjah,part_time,3,Unemployed,3175.24,2894.41,280.8299999999999,23629.11,21589.83,2039.28,605,34.0,1,62
57,Syria,Male,4,Abu Dhabi,self_employed,2,Business Owner,5544.11,2968.45,2575.66,18532.03,3622.99,14909.04,694,3.27,0,30
31,Philippines,Female,4,Fujairah,unemployed,6,Unemployed,295.28,3766.16,-3470.88,2778.43,18355.05,-15576.62,483,310.81,1,95
25,Jordan,Male,1,Dubai,self_employed,6,Business Owner,9152.95,1252.1,7900.85,102309.68,57327.18,44982.5,818,31.32,0,5
43,Philippines,Female,4,Sharjah,unemployed,5,Unemployed,593.54,3766.86,-3173.32,9699.09,3495.47,6203.62,520,29.45,1,85
63,India,Female,5,Umm Al Quwain,unemployed,0,Unemployed,236.87,4273.26,-4036.3900000000003,4122.09,16452.29,-12330.2,459,347.29,1,100
60,Philippines,Female,4,Sharjah,self_employed,18,Business Owner,11966.53,2414.38,9552.150000000001,75112.83,13414.11,61698.72,748,5.6,0,10
56,Syria,Female,5,Sharjah,self_employed,1,Business Owner,4817.62,2629.71,2187.91,5827.35,12839.43,-7012.08,698,13.33,0,55
53,Syria,Male,3,Abu Dhabi,part_time,8,Unemployed,2477.26,2870.06,-392.7999999999997,7451.5,19755.71,-12304.21,434,39.87,1,87
28,Syria,Male,4,Umm Al Quwain,part_time,2,Unemployed,2606.79,3036.16,-429.3699999999999,10867.75,316.42,10551.33,423,0.61,1,77
40,Philippines,Female,3,Sharjah,employed,5,Nurse,2052.34,1942.95,109.3900000000001,1284.87,17883.82,-16598.94,530,43.57,1,78
30,Philippines,Male,2,Fujairah,part_time,10,Unemployed,2358.9,2425.73,-66.82999999999993,6636.15,16637.26,-10001.11,587,35.26,1,82
26,Jordan,Female,1,Sharjah,part_time,7,Unemployed,2850.03,2256.09,593.94,9763.16,10659.16,-896.0,524,18.7,1,72
24,UAE,Male,2,Ras Al Khaimah,part_time,1,Unemployed,3985.35,2492.76,1492.5899999999997,24522.42,26380.82,-1858.4,529,33.1,0,62
29,India,Male,3,Fujairah,employed,9,Manager,5611.22,3523.73,2087.4900000000002,22271.21,25080.16,-2808.95,554,22.35,0,40
37,India,Female,3,Dubai,employed,15,Office Assistant,5963.97,2488.55,3475.42,18388.03,19483.29,-1095.26,617,16.33,1,40
26,India,Female,4,Ras Al Khaimah,employed,7,Driver,4906.37,3233.91,1672.46,34471.17,19670.66,14800.51,697,20.05,0,50
43,Egypt,Female,1,Fujairah,part_time,6,Unemployed,3661.72,1930.18,1731.5399999999997,22739.35,8097.73,14641.62,641,11.06,0,47
57,Jordan,Female,2,Fujairah,unemployed,1,Unemployed,341.67,2071.36,-1729.69,5194.83,4781.11,413.72,592,69.97,1,85
32,UAE,Female,4,Sharjah,part_time,13,Unemployed,2618.01,3361.25,-743.2399999999998,7735.19,18387.84,-10652.65,570,35.12,1,87
36,UAE,Female,7,Abu Dhabi,unemployed,4,Unemployed,391.04,4503.46,-4112.42,5957.68,10794.65,-4836.97,572,138.02,1,100
56,Syria,Female,4,Fujairah,employed,9,Manager,5185.04,3759.06,1425.98,31327.54,5589.42,25738.12,748,5.39,0,40
56,India,Male,2,Dubai,part_time,1,Unemployed,2059.04,2935.98,-876.94,8595.62,18654.61,-10058.99,593,45.3,1,85
46,Syria,Female,3,Fujairah,employed,0,Manager,3289.53,3460.96,-171.42999999999984,22047.17,22400.09,-352.93,553,34.05,1,70
24,Philippines,Male,6,Abu Dhabi,employed,5,Nurse,3553.94,2884.07,669.8699999999999,5903.42,2703.33,3200.09,567,3.8,1,65
33,Syria,Male,6,Abu Dhabi,employed,11,Construction Worker,3651.99,3541.9,110.08999999999969,22714.97,17064.37,5650.59,559,23.36,1,65
27,Philippines,Male,1,Abu Dhabi,unemployed,1,Unemployed,650.2,1382.43,-732.23,920.24,15615.23,-14694.99,409,120.08,1,85
46,Syria,Male,1,Abu Dhabi,self_employed,11,Business Owner,11805.3,1943.4,9861.9,58656.16,28668.54,29987.61,736,12.14,0,10
56,Egypt,Female,1,Umm Al Quwain,unemployed,11,Unemployed,303.28,1321.25,-1017.97,10382.42,1245.84,9136.58,403,20.54,1,75
25,UAE,Male,7,Abu Dhabi,employed,0,Cashier,2340.52,3521.26,-1180.7400000000002,9835.86,16960.32,-7124.46,577,36.23,1,85
58,Philippines,Female,5,Abu Dhabi,employed,29,Office Assistant,6947.59,3969.78,2977.81,34796.54,19816.15,14980.39,613,14.26,0,35
28,Jordan,Female,4,Ajman,employed,5,Engineer,3720.79,3759.71,-38.92000000000007,25375.19,24791.19,583.99,619,33.31,1,65
60,Syria,Female,3,Ras Al Khaimah,employed,12,Technician,3704.71,1821.82,1882.89,13442.05,19517.48,-6075.42,581,26.34,1,60
58,UAE,Female,6,Dubai,part_time,3,Unemployed,2428.52,3417.8,-989.2800000000002,9691.35,9986.68,-295.32,582,20.56,1,92
47,UAE,Female,1,Dubai,part_time,1,Unemployed,2311.69,2084.83,226.86000000000013,7140.27,7517.77,-377.49,579,16.26,1,72
50,Pakistan,Female,3,Abu Dhabi,employed,20,Driver,7612.04,3497.1,4114.9400000000005,66621.84,9202.93,57418.92,696,6.04,0,20
31,UAE,Male,5,Ras Al Khaimah,self_employed,12,Business Owner,12155.22,4380.32,7774.9,84408.77,26249.19,58159.58,778,10.8,0,15
38,Philippines,Female,1,Ras Al Khaimah,part_time,7,Unemployed,3706.15,1326.83,2379.32,39589.63,17184.74,22404.9,507,23.18,0,37
34,India,Female,1,Fujairah,part_time,6,Unemployed,3290.81,1286.5,2004.31,7493.99,242.17,7251.82,632,0.37,0,42
41,UAE,Male,4,Abu Dhabi,part_time,9,Unemployed,2654.87,4182.34,-1527.4700000000003,14561.25,18846.31,-4285.06,642,35.49,1,87
49,Pakistan,Female,2,Fujairah,part_time,9,Unemployed,1745.99,2490.45,-744.4599999999998,11465.59,5300.93,6164.66,437,15.18,1,77
53,UAE,Female,3,Sharjah,part_time,0,Unemployed,2238.61,3184.6,-945.9899999999998,9369.95,7638.79,1731.16,577,17.06,1,82
24,India,Male,1,Umm Al Quwain,part_time,5,Unemployed,2151.78,1283.11,868.6700000000003,14397.4,9565.11,4832.29,513,22.23,1,67
31,UAE,Male,4,Fujairah,part_time,11,Unemployed,2685.84,2339.31,346.5300000000002,7290.23,18405.94,-11115.71,543,34.26,1,82
53,India,Male,3,Ras Al Khaimah,employed,1,Accountant,2498.55,2030.57,467.98000000000025,5074.01,18561.67,-13487.66,582,37.14,1,75
30,India,Male,2,Fujairah,part_time,10,Unemployed,2875.23,2082.98,792.25,2455.26,5475.83,-3020.57,611,9.52,1,77
42,Syria,Female,4,Sharjah,employed,18,Security Guard,7208.67,2700.4,4508.27,67116.29,52375.35,14740.94,611,36.33,0,30
62,UAE,Male,3,Abu Dhabi,unemployed,4,Unemployed,755.04,2628.97,-1873.9299999999998,12629.98,14569.81,-1939.84,534,96.48,1,95
44,Syria,Male,4,Sharjah,self_employed,11,Business Owner,6160.78,3681.69,2479.0899999999997,28853.19,20265.8,8587.39,512,16.45,0,35
39,UAE,Female,1,Umm Al Quwain,unemployed,4,Unemployed,725.98,2181.34,-1455.3600000000001,3202.67,10117.05,-6914.38,487,69.68,1,85
34,Philippines,Male,3,Sharjah,self_employed,5,Business Owner,9674.52,2715.05,6959.47,58681.3,36076.21,22605.09,629,18.64,1,20
60,Jordan,Female,3,Abu Dhabi,self_employed,5,Business Owner,4080.93,2630.8,1450.1299999999997,5326.61,4933.58,393.03,504,6.04,0,55
24,Syria,Male,7,Fujairah,part_time,2,Unemployed,2503.74,5400.21,-2896.4700000000003,3060.53,11101.7,-8041.16,527,22.17,1,92
60,Jordan,Male,3,Ajman,employed,1,Engineer,3983.11,2439.69,1543.42,32432.71,20735.25,11697.46,585,26.03,0,50
63,Pakistan,Female,4,Sharjah,self_employed,12,Business Owner,11694.54,2525.21,9169.330000000002,144549.55,25236.74,119312.81,774,10.79,0,10
37,Jordan,Female,1,Umm Al Quwain,employed,5,Sales Associate,3019.38,2066.49,952.8900000000003,36016.85,21977.42,14039.43,536,36.39,0,45
59,Philippines,Male,3,Ajman,employed,7,Security Guard,2000.0,2121.07,-121.07000000000016,436.07,3337.7,-2901.63,587,8.34,1,80
41,Pakistan,Female,3,Umm Al Quwain,part_time,6,Unemployed,2702.43,2956.19,-253.76000000000022,972.8,11599.68,-10626.87,454,21.46,1,87
25,Philippines,Male,1,Sharjah,self_employed,2,Business Owner,9791.8,1922.57,7869.23,22981.27,13307.46,9673.81,562,6.8,0,15
40,Jordan,Female,1,Ajman,self_employed,13,Business Owner,11697.03,2378.36,9318.67,47279.46,29404.18,17875.28,618,12.57,1,10
57,Philippines,Male,1,Abu Dhabi,employed,16,Warehouse Worker,4631.54,1464.73,3166.81,25937.89,26541.22,-603.33,556,28.65,0,40
54,Syria,Male,3,Dubai,self_employed,4,Business Owner,8450.16,2120.85,6329.3099999999995,109168.47,59511.95,49656.51,823,35.21,0,15
32,UAE,Female,4,Ajman,part_time,9,Unemployed,2969.42,2487.4,482.02,5433.53,6690.23,-1256.69,604,11.27,1,82
64,Philippines,Male,1,Umm Al Quwain,self_employed,13,Business Owner,11069.72,2315.54,8754.18,121735.65,8087.49,113648.17,734,3.65,0,0
47,Jordan,Male,5,Dubai,part_time,12,Unemployed,2654.33,3554.17,-899.8400000000001,6527.71,18747.07,-12219.36,499,35.31,0,92
27,Syria,Female,3,Fujairah,part_time,6,Unemployed,3759.78,3436.9,322.8800000000001,32307.46,3224.93,29082.52,540,4.29,1,62
52,Jordan,Female,5,Dubai,self_employed,4,Business Owner,2174.23,3078.59,-904.3600000000001,668.92,725.75,-56.83,534,1.67,1,85
56,India,Male,2,Sharjah,part_time,13,Unemployed,2123.87,1907.92,215.94999999999982,11390.97,8994.8,2396.18,604,21.18,1,72
27,UAE,Female,1,Ajman,employed,3,Warehouse Worker,3453.94,1240.34,2213.6000000000004,7192.86,18128.75,-10935.89,684,26.24,0,40
42,Philippines,Male,3,Fujairah,part_time,0,Unemployed,3429.64,1955.56,1474.08,13287.45,14648.97,-1361.52,647,21.36,1,67
45,India,Male,3,Dubai,self_employed,7,Business Owner,7114.82,3290.16,3824.66,65139.91,39343.4,25796.51,657,27.65,0,30
42,Philippines,Male,2,Sharjah,unemployed,2,Unemployed,725.16,1786.79,-1061.63,5073.95,6173.97,-1100.03,484,42.57,1,88
33,India,Male,2,Sharjah,unemployed,8,Unemployed,22.04,2580.01,-2557.9700000000003,6269.85,1776.8,4493.04,485,403.09,1,85
54,Egypt,Male,3,Fujairah,unemployed,12,Unemployed,227.41,2527.16,-2299.75,8138.19,15834.0,-7695.81,576,348.14,1,95
38,UAE,Male,3,Ras Al Khaimah,part_time,13,Unemployed,2645.75,2672.45,-26.699999999999818,2486.62,18913.96,-16427.34,511,35.74,1,87
23,Syria,Female,1,Fujairah,self_employed,4,Business Owner,7352.95,1981.17,5371.78,48180.23,4992.74,43187.49,637,3.4,0,15
31,India,Male,6,Ajman,part_time,2,Unemployed,3465.7,3243.68,222.01999999999998,14051.73,3294.13,10757.6,626,4.75,1,67
25,Jordan,Female,4,Sharjah,self_employed,6,Business Owner,2233.29,2365.13,-131.84000000000015,9894.44,3232.4,6662.04,413,7.24,1,75
48,Philippines,Male,5,Dubai,self_employed,8,Business Owner,14804.87,4252.83,10552.04,23531.76,5086.55,18445.22,730,1.72,0,25
29,UAE,Female,2,Umm Al Quwain,self_employed,10,Business Owner,8471.56,1658.21,6813.349999999999,105381.41,50215.67,55165.74,846,29.64,0,5
26,Syria,Male,6,Ras Al Khaimah,part_time,7,Unemployed,1966.81,2953.9,-987.0900000000001,5350.06,15149.64,-9799.57,628,38.51,1,92
42,Syria,Male,2,Ras Al Khaimah,part_time,8,Unemployed,2489.93,2872.64,-382.71000000000004,7995.43,3159.1,4836.34,611,6.34,1,77
27,Jordan,Male,4,Ras Al Khaimah,self_employed,7,Business Owner,9975.15,2862.51,7112.639999999999,136634.22,14286.98,122347.24,828,7.16,0,10
29,Egypt,Male,5,Umm Al Quwain,part_time,10,Unemployed,2282.9,4316.62,-2033.7199999999998,14516.34,17137.48,-2621.14,536,37.53,1,92
33,India,Male,4,Fujairah,unemployed,6,Unemployed,967.13,2977.3,-2010.17,14761.65,13358.4,1403.25,412,69.06,0,90
55,Pakistan,Female,2,Sharjah,unemployed,5,Unemployed,979.78,2484.2,-1504.4199999999998,1947.4,13737.22,-11789.82,530,70.1,1,90
54,Pakistan,Female,1,Dubai,self_employed,2,Business Owner,4726.79,1654.83,3071.96,39071.01,13778.9,25292.11,508,14.58,0,30
59,Syria,Female,3,Fujairah,employed,18,Cashier,7147.88,2365.31,4782.57,27802.54,29216.16,-1413.62,575,20.44,0,40
49,Pakistan,Female,3,Fujairah,self_employed,16,Business Owner,11256.18,3286.76,7969.42,33082.87,10675.97,22406.9,633,4.74,0,20
62,Philippines,Male,4,Fujairah,self_employed,18,Business Owner,11734.74,3467.41,8267.33,100720.71,24380.62,76340.09,768,10.39,0,10
32,Egypt,Female,4,Fujairah,self_employed,11,Business Owner,10243.85,2365.16,7878.6900000000005,107903.08,22880.72,85022.36,746,11.17,0,10
60,Jordan,Female,2,Dubai,unemployed,3,Unemployed,227.18,2755.56,-2528.38,4189.14,12857.64,-8668.5,403,282.98,1,90
46,India,Female,2,Fujairah,self_employed,15,Business Owner,4764.38,1549.78,3214.6000000000004,15638.12,13063.26,2574.87,641,13.71,0,40
57,Jordan,Male,5,Dubai,part_time,6,Unemployed,3518.49,2541.83,976.6599999999999,36459.66,23824.59,12635.07,633,33.86,1,67
48,India,Female,3,Sharjah,unemployed,10,Unemployed,389.76,2483.11,-2093.3500000000004,3400.96,7632.24,-4231.28,589,97.91,1,95
56,Syria,Female,3,Abu Dhabi,unemployed,14,Unemployed,110.72,2560.59,-2449.8700000000003,630.37,14798.08,-14167.71,553,668.27,1,95
59,Egypt,Male,2,Dubai,self_employed,16,Business Owner,11199.95,2959.16,8240.79,127385.08,43462.35,83922.73,727,19.4,0,5
41,Philippines,Male,6,Ras Al Khaimah,self_employed,14,Business Owner,11446.72,3522.83,7923.889999999999,127821.31,20483.67,107337.64,841,8.95,0,15
59,Egypt,Female,1,Umm Al Quwain,unemployed,3,Unemployed,96.53,1490.27,-1393.74,186.06,9375.36,-9189.3,488,485.62,1,85
35,Jordan,Male,3,Sharjah,part_time,2,Unemployed,2065.88,3114.44,-1048.56,8982.12,1289.83,7692.3,619,3.12,0,82
29,Jordan,Male,5,Umm Al Quwain,part_time,5,Unemployed,3730.76,2844.79,885.9700000000003,7763.92,4790.2,2973.72,612,6.42,1,72
51,Jordan,Female,3,Sharjah,unemployed,10,Unemployed,995.44,3340.25,-2344.81,7821.69,1272.82,6548.87,419,6.39,1,85
58,Syria,Female,3,Ras Al Khaimah,unemployed,0,Unemployed,737.57,2745.43,-2007.8599999999997,489.69,17371.03,-16881.34,625,117.76,1,95
45,Pakistan,Female,6,Ras Al Khaimah,self_employed,8,Business Owner,8726.8,3862.15,4864.65,61203.06,28902.78,32300.28,746,16.56,0,20
36,Philippines,Female,3,Umm Al Quwain,unemployed,9,Unemployed,164.82,2107.05,-1942.2300000000002,14221.62,8904.92,5316.7,648,270.14,1,90
50,Philippines,Male,3,Ajman,self_employed,7,Business Owner,3712.01,2221.53,1490.48,32536.26,34064.52,-1528.26,693,45.88,1,63
45,Syria,Female,3,Umm Al Quwain,employed,22,Engineer,9025.35,3570.91,5454.4400000000005,54964.66,27383.46,27581.21,744,15.17,0,20
33,UAE,Female,3,Ajman,employed,10,Nurse,4356.05,3548.76,807.29,16597.15,9640.82,6956.32,667,11.07,1,60
35,Philippines,Male,3,Abu Dhabi,part_time,12,Unemployed,2685.72,2863.56,-177.84000000000015,8055.11,17082.72,-9027.61,512,31.8,1,87
29,Syria,Female,1,Ajman,self_employed,1,Business Owner,6405.19,2163.1,4242.09,50043.41,33196.72,16846.68,706,25.91,0,20
62,UAE,Female,2,Dubai,self_employed,5,Business Owner,5699.31,2727.31,2972.0000000000005,47211.96,31155.61,16056.36,640,27.33,0,25
60,India,Male,3,Umm Al Quwain,employed,10,Cashier,3961.37,1880.74,2080.63,20770.9,32741.65,-11970.76,544,41.33,0,53
22,Jordan,Female,2,Sharjah,unemployed,2,Unemployed,411.02,2861.42,-2450.4,10710.49,12158.1,-1447.61,639,147.9,1,90
54,Syria,Female,4,Ajman,unemployed,6,Unemployed,954.03,3614.93,-2660.8999999999996,12943.21,42.08,12901.13,557,0.22,1,80
44,Pakistan,Male,1,Umm Al Quwain,employed,19,Sales Associate,5355.09,1660.61,3694.4800000000005,41936.56,14809.7,27126.86,746,13.83,0,20
49,Egypt,Female,3,Sharjah,employed,16,Nurse,6837.64,1927.81,4909.83,15612.6,7095.43,8517.18,666,5.19,0,35
23,UAE,Male,4,Umm Al Quwain,unemployed,0,Unemployed,646.45,3964.88,-3318.4300000000003,8980.39,10043.07,-1062.69,450,77.68,1,95
30,Philippines,Female,3,Ajman,employed,11,Driver,5904.55,3133.77,2770.78,47099.41,29528.57,17570.84,693,25.0,0,30
61,Philippines,Male,4,Sharjah,unemployed,8,Unemployed,422.03,2719.59,-2297.5600000000004,7290.01,11544.0,-4253.99,617,136.77,1,95
58,Pakistan,Male,1,Ajman,self_employed,17,Business Owner,4808.67,1759.93,3048.74,33585.31,5156.31,28429.01,520,5.36,0,30
64,Egypt,Male,3,Ras Al Khaimah,self_employed,3,Business Owner,3008.99,2776.56,232.42999999999984,35160.99,21889.14,13271.85,607,36.37,0,55
55,Philippines,Male,2,Dubai,part_time,2,Unemployed,3643.91,2874.95,768.96,20084.48,13203.74,6880.74,547,18.12,1,62
53,Jordan,Female,2,Dubai,self_employed,4,Business Owner,7108.66,2288.72,4819.9400000000005,45817.7,8300.11,37517.59,606,5.84,0,20
25,India,Male,1,Fujairah,self_employed,1,Business Owner,6496.41,1385.35,5111.0599999999995,11781.34,12916.45,-1135.1,662,9.94,0,30
64,Jordan,Male,2,Sharjah,self_employed,11,Business Owner,6045.83,2515.68,3530.15,52404.55,25052.66,27351.89,715,20.72,0,25
33,Philippines,Female,3,Fujairah,unemployed,14,Unemployed,688.27,2053.0,-1364.73,7283.85,550.73,6733.11,586,4.0,1,85
24,Pakistan,Female,6,Dubai,unemployed,3,Unemployed,99.3,3263.93,-3164.6299999999997,13884.56,8283.0,5601.56,450,417.07,1,95
27,Jordan,Female,4,Umm Al Quwain,employed,4,Security Guard,2574.62,2707.41,-132.78999999999996,13501.25,2322.78,11178.47,569,4.51,1,70
58,Egypt,Male,3,Ras Al Khaimah,self_employed,6,Business Owner,9838.26,3288.07,6550.1900000000005,147921.71,20862.3,127059.41,825,10.6,0,10
38,Pakistan,Female,2,Fujairah,self_employed,16,Business Owner,12056.01,2970.16,9085.85,82124.2,34274.16,47850.03,808,14.21,1,10
43,Egypt,Female,2,Dubai,self_employed,19,Business Owner,6630.41,2740.22,3890.19,59630.96,14744.4,44886.56,684,11.12,0,20
42,Syria,Female,6,Sharjah,self_employed,7,Business Owner,9082.76,3146.15,5936.610000000001,95787.98,59984.26,35803.72,840,33.02,0,20
55,Pakistan,Female,3,Ajman,part_time,2,Unemployed,3455.97,3122.24,333.73,15517.13,6516.46,9000.67,651,9.43,1,67
40,India,Male,2,Sharjah,part_time,4,Unemployed,1869.96,2778.84,-908.8800000000001,10663.27,18138.86,-7475.59,463,48.5,1,85
48,Syria,Female,5,Ajman,employed,10,Engineer,4108.09,2491.16,1616.9300000000003,31105.1,20578.32,10526.78,504,25.05,0,55
38,Philippines,Male,4,Dubai,self_employed,9,Business Owner,13402.18,4082.49,9319.69,39343.48,17805.62,21537.86,647,6.64,0,20
53,India,Female,3,Fujairah,self_employed,4,Business Owner,5715.19,2165.8,3549.3899999999994,63325.87,26259.73,37066.15,681,22.97,0,25
49,Pakistan,Male,4,Dubai,part_time,14,Unemployed,2978.52,3793.84,-815.3200000000002,7147.25,19922.46,-12775.21,471,33.44,1,87
38,Jordan,Female,3,Umm Al Quwain,part_time,0,Unemployed,3732.73,1912.42,1820.31,35921.27,17346.21,18575.06,512,23.24,0,57
52,UAE,Male,4,Umm Al Quwain,part_time,1,Unemployed,2692.11,3544.22,-852.1099999999997,10840.6,13850.65,-3010.04,441,25.72,1,87
42,Jordan,Male,2,Fujairah,employed,1,Office Assistant,2000.0,2000.11,-0.10999999999989996,10995.77,10571.56,424.21,621,26.43,1,70
56,Syria,Female,7,Umm Al Quwain,employed,7,Office Assistant,5996.23,3207.09,2789.1399999999994,10396.61,18741.82,-8345.21,687,15.63,0,45
30,Jordan,Female,4,Ras Al Khaimah,self_employed,4,Business Owner,11100.45,2319.25,8781.2,71883.02,44773.22,27109.8,727,20.17,0,20
25,UAE,Male,3,Sharjah,part_time,5,Unemployed,2265.34,2788.43,-523.0899999999997,9481.35,11540.81,-2059.47,623,25.47,1,87
55,Pakistan,Male,1,Ajman,unemployed,2,Unemployed,522.58,1559.48,-1036.9,1152.93,10012.49,-8859.55,633,95.8,1,85
37,India,Female,3,Dubai,unemployed,1,Unemployed,72.9,2525.17,-2452.27,4429.36,4647.69,-218.33,438,318.77,1,95
24,Jordan,Male,4,Ras Al Khaimah,part_time,5,Unemployed,1880.82,2658.95,-778.1299999999999,330.4,11665.15,-11334.75,438,31.01,1,87
22,UAE,Female,3,Abu Dhabi,self_employed,2,Business Owner,14726.75,2886.29,11840.46,66515.83,40629.96,25885.87,630,13.79,0,20
38,Philippines,Female,4,Abu Dhabi,part_time,13,Unemployed,2634.87,3825.01,-1190.1400000000003,8319.86,12741.82,-4421.96,513,24.18,1,87
35,Syria,Male,3,Fujairah,part_time,13,Unemployed,3556.34,3247.13,309.21000000000004,24337.53,19645.44,4692.1,558,27.62,1,67
44,Pakistan,Male,4,Fujairah,self_employed,12,Business Owner,8457.04,2696.98,5760.060000000001,37397.69,23145.85,14251.84,674,13.68,0,20
62,UAE,Female,4,Fujairah,self_employed,15,Business Owner,3335.73,2496.98,838.75,32405.58,25881.24,6524.34,537,38.79,1,60
38,Jordan,Male,1,Dubai,self_employed,18,Business Owner,8070.58,1608.44,6462.139999999999,142258.31,9549.35,132708.96,838,5.92,0,0
22,Egypt,Male,1,Dubai,unemployed,0,Unemployed,842.71,1576.02,-733.31,11833.99,17837.44,-6003.46,540,105.83,1,85
40,India,Female,5,Ras Al Khaimah,part_time,7,Unemployed,3910.2,2614.29,1295.9099999999999,29045.67,18802.05,10243.63,660,24.04,1,62
48,Egypt,Male,4,Fujairah,employed,22,Security Guard,4204.17,2109.16,2095.01,10843.36,14260.92,-3417.56,512,16.96,0,50
58,Jordan,Female,6,Umm Al Quwain,part_time,11,Unemployed,1824.0,4525.49,-2701.49,14159.73,5379.36,8780.37,483,14.75,1,87
40,Philippines,Male,3,Fujairah,unemployed,4,Unemployed,48.19,2448.09,-2399.9,14352.0,10008.02,4343.97,440,1038.39,1,90
56,UAE,Female,3,Sharjah,part_time,1,Unemployed,3086.06,3187.41,-101.34999999999991,5100.84,17179.13,-12078.29,512,27.83,1,77
39,Egypt,Male,3,Umm Al Quwain,unemployed,3,Unemployed,850.35,2181.59,-1331.2400000000002,9860.3,9445.64,414.67,583,55.54,1,90
43,UAE,Male,2,Abu Dhabi,unemployed,12,Unemployed,754.02,1553.91,-799.8900000000001,5921.02,18616.15,-12695.13,435,123.45,1,90
39,India,Male,4,Ras Al Khaimah,self_employed,6,Business Owner,10382.82,2929.77,7453.049999999999,112716.89,15956.84,96760.05,799,7.68,0,10
